,PXindex,daily_change
,Index PX,PX % change
20.07.2012,898,-1.3
23.07.2012,875.5,-2.51
24.07.2012,878.7,0.37
25.07.2012,879.6,0.1
26.07.2012,888.2,0.98
27.07.2012,895.7,0.84
30.07.2012,906.1,1.16
31.07.2012,891.3,-1.63
01.08.2012,894.3,0.34
02.08.2012,889.3,-0.56
03.08.2012,899.2,1.11
06.08.2012,913.7,1.61
07.08.2012,917.9,0.46
08.08.2012,914.8,-0.34
09.08.2012,924.6,1.07
10.08.2012,926.4,0.19
13.08.2012,921.8,-0.5
14.08.2012,930.6,0.95
15.08.2012,934.9,0.46
16.08.2012,941,0.65
17.08.2012,948.1,0.75
20.08.2012,938.9,-0.97
21.08.2012,950.5,1.24
22.08.2012,956.7,0.65
23.08.2012,955,-0.18
24.08.2012,945.8,-0.96
27.08.2012,953.8,0.85
28.08.2012,943.1,-1.12
29.08.2012,938.3,-0.51
30.08.2012,938.6,0.03
31.08.2012,952,1.43
03.09.2012,948.7,-0.35
04.09.2012,945.3,-0.36
05.09.2012,944.7,-0.06
06.09.2012,951.9,0.76
07.09.2012,968.4,1.73
10.09.2012,955.9,-1.29
11.09.2012,953.4,-0.26
12.09.2012,964.3,1.14
13.09.2012,953.6,-1.11
14.09.2012,977.9,2.55
17.09.2012,969.8,-0.83
18.09.2012,967,-0.29
19.09.2012,966.4,-0.06
20.09.2012,955.6,-1.12
21.09.2012,963.1,0.78
24.09.2012,960.5,-0.32
25.09.2012,963.9,0.39
26.09.2012,944.1,-2.05
27.09.2012,953.4,0.98
01.10.2012,967.7,1.5
02.10.2012,960.4,-0.75
03.10.2012,963.7,0.34
04.10.2012,968.5,0.5
05.10.2012,985.7,1.77
08.10.2012,985.5,-0.02
09.10.2012,986,0.04
10.10.2012,983.6,-0.24
11.10.2012,985.7,0.21
12.10.2012,985.9,0.03
15.10.2012,986.9,0.09
16.10.2012,994.7,0.79
17.10.2012,995.5,0.08
18.10.2012,993.7,-0.18
19.10.2012,988.3,-0.54
22.10.2012,990,0.17
23.10.2012,972.3,-1.78
24.10.2012,976.2,0.4
25.10.2012,976.8,0.05
26.10.2012,964.2,-1.29
29.10.2012,959,-0.54
30.10.2012,969.5,1.1
31.10.2012,970.9,0.14
01.11.2012,975.8,0.5
02.11.2012,980.9,0.53
05.11.2012,988.2,0.74
06.11.2012,995.5,0.74
07.11.2012,989.4,-0.62
08.11.2012,985.4,-0.4
09.11.2012,979.8,-0.57
12.11.2012,977.6,-0.22
13.11.2012,966.2,-1.17
14.11.2012,974.3,0.84
15.11.2012,969.4,-0.51
16.11.2012,970.2,0.09
19.11.2012,974.5,0.44
20.11.2012,970.2,-0.45
21.11.2012,962.6,-0.77
22.11.2012,963.1,0.05
23.11.2012,976.9,1.43
26.11.2012,983.3,0.65
27.11.2012,995.1,1.21
28.11.2012,975.6,-1.96
29.11.2012,992.1,1.69
30.11.2012,997.3,0.52
03.12.2012,994.3,-0.3
04.12.2012,994.3,0
05.12.2012,997.7,0.35
06.12.2012,999.6,0.18
07.12.2012,993.5,-0.6
10.12.2012,985.8,-0.77
11.12.2012,992.6,0.69
12.12.2012,1001.6,0.9
13.12.2012,1002.2,0.06
14.12.2012,1008,0.58
17.12.2012,1011.4,0.33
18.12.2012,1031,1.94
19.12.2012,1041.3,1
20.12.2012,1033.8,-0.72
21.12.2012,1036.4,0.25
27.12.2012,1036,-0.04
28.12.2012,1038.7,0.27
02.01.2013,1066,2.63
03.01.2013,1063,-0.28
04.01.2013,1062.5,-0.05
07.01.2013,1054.6,-0.74
08.01.2013,1061.2,0.63
09.01.2013,1066.1,0.46
10.01.2013,1048.1,-1.69
11.01.2013,1053.7,0.54
14.01.2013,1047.4,-0.6
15.01.2013,1042.3,-0.49
16.01.2013,1039.3,-0.29
17.01.2013,1042.3,0.28
18.01.2013,1042.5,0.03
21.01.2013,1029.7,-1.23
22.01.2013,1025.3,-0.43
23.01.2013,1026.8,0.15
24.01.2013,1021.9,-0.48
25.01.2013,1024.3,0.24
28.01.2013,1012.6,-1.14
29.01.2013,1020,0.73
30.01.2013,1017.9,-0.21
31.01.2013,1021.4,0.35
01.02.2013,1016.8,-0.45
04.02.2013,1007.5,-0.91
05.02.2013,998.7,-0.87
06.02.2013,993.6,-0.52
07.02.2013,986.2,-0.74
08.02.2013,994.1,0.81
11.02.2013,999,0.49
12.02.2013,1002.4,0.34
13.02.2013,1009.8,0.75
14.02.2013,999.1,-1.07
15.02.2013,1003.7,0.46
18.02.2013,1001.2,-0.25
19.02.2013,1000.9,-0.03
20.02.2013,1003.7,0.28
21.02.2013,993.1,-1.06
22.02.2013,1000.1,0.71
25.02.2013,1013.8,1.37
26.02.2013,992.7,-2.07
27.02.2013,995.9,0.32
28.02.2013,1014.6,1.87
01.03.2013,1013.1,-0.15
04.03.2013,1005.9,-0.71
05.03.2013,1017,1.11
06.03.2013,1029.2,1.2
07.03.2013,1028.2,-0.09
08.03.2013,1038.9,1.04
11.03.2013,1034.5,-0.43
12.03.2013,1023.5,-1.06
13.03.2013,1016.8,-0.65
14.03.2013,1018.9,0.2
15.03.2013,994.9,-2.35
18.03.2013,988,-0.69
19.03.2013,981,-0.72
20.03.2013,982.1,0.12
21.03.2013,983.1,0.1
22.03.2013,980.6,-0.25
25.03.2013,967,-1.38
26.03.2013,960.3,-0.7
27.03.2013,953.6,-0.7
28.03.2013,962.9,0.97
02.04.2013,978.1,1.58
03.04.2013,967.4,-1.09
04.04.2013,955.3,-1.25
05.04.2013,946.8,-0.89
08.04.2013,942.2,-0.49
09.04.2013,946.8,0.49
10.04.2013,968.2,2.26
11.04.2013,978.4,1.06
12.04.2013,977.9,-0.05
15.04.2013,959.7,-1.86
16.04.2013,959,-0.08
17.04.2013,950.4,-0.9
18.04.2013,931.4,-1.99
19.04.2013,941.6,1.09
22.04.2013,953.6,1.28
23.04.2013,958.7,0.53
24.04.2013,966.2,0.78
25.04.2013,964.3,-0.19
26.04.2013,958.5,-0.61
29.04.2013,964.4,0.62
30.04.2013,968,0.37
02.05.2013,961.4,-0.69
03.05.2013,964.4,0.31
06.05.2013,967.3,0.3
07.05.2013,970.4,0.32
09.05.2013,968.5,-0.19
10.05.2013,966.1,-0.25
13.05.2013,967.6,0.15
14.05.2013,975.1,0.78
15.05.2013,980.8,0.58
16.05.2013,985.3,0.46
17.05.2013,982.8,-0.25
20.05.2013,982.5,-0.03
21.05.2013,985.6,0.31
22.05.2013,989.4,0.39
23.05.2013,979,-1.05
24.05.2013,971.4,-0.78
27.05.2013,980.5,0.94
28.05.2013,985.5,0.51
29.05.2013,980.3,-0.53
30.05.2013,975.4,-0.5
31.05.2013,957.9,-1.8
03.06.2013,955,-0.3
04.06.2013,967.9,1.35
05.06.2013,963.3,-0.47
06.06.2013,956.7,-0.69
07.06.2013,957.5,0.08
10.06.2013,949.8,-0.8
11.06.2013,943.4,-0.67
12.06.2013,934.8,-0.92
13.06.2013,928,-0.73
14.06.2013,927.4,-0.06
17.06.2013,924.4,-0.32
18.06.2013,924.8,0.04
19.06.2013,925.3,0.06
20.06.2013,898.2,-2.93
21.06.2013,877.5,-2.3
24.06.2013,855.1,-2.56
25.06.2013,852.9,-0.26
26.06.2013,861.8,1.04
27.06.2013,872,1.18
28.06.2013,878.3,0.72
01.07.2013,876.1,-0.25
02.07.2013,880.9,0.56
03.07.2013,866.9,-1.59
04.07.2013,873.4,0.75
08.07.2013,875.7,0.27
09.07.2013,868.2,-0.86
10.07.2013,871,0.32
11.07.2013,885.5,1.67
12.07.2013,899.4,1.57
15.07.2013,896.3,-0.34
16.07.2013,888.3,-0.9
17.07.2013,886.2,-0.24
18.07.2013,891.7,0.62
19.07.2013,884.1,-0.86
22.07.2013,881.5,-0.29
23.07.2013,894.9,1.52
24.07.2013,904.8,1.1
25.07.2013,906.4,0.18
26.07.2013,912.5,0.66
29.07.2013,910.2,-0.24
30.07.2013,916.9,0.73
31.07.2013,919.4,0.27
01.08.2013,935.4,1.74
02.08.2013,948.1,1.35
05.08.2013,948,-0.01
06.08.2013,949.9,0.2
07.08.2013,955.5,0.59
08.08.2013,970.9,1.62
09.08.2013,972.3,0.14
12.08.2013,970.3,-0.21
13.08.2013,983,1.31
14.08.2013,982.6,-0.05
15.08.2013,971.1,-1.16
16.08.2013,982,1.11
19.08.2013,976.2,-0.58
20.08.2013,960.6,-1.6
21.08.2013,957.7,-0.31
22.08.2013,962.3,0.48
23.08.2013,968,0.59
26.08.2013,963.8,-0.43
27.08.2013,951.7,-1.26
28.08.2013,945,-0.7
29.08.2013,950.3,0.56
30.08.2013,945.2,-0.54
02.09.2013,943.5,-0.18
03.09.2013,943.7,0.02
04.09.2013,937.4,-0.66
05.09.2013,949.5,1.29
06.09.2013,947.4,-0.23
09.09.2013,952.3,0.52
10.09.2013,972.2,2.08
11.09.2013,977.7,0.57
12.09.2013,977.4,-0.03
13.09.2013,968,-0.97
16.09.2013,981.1,1.35
17.09.2013,977.9,-0.32
18.09.2013,975.5,-0.25
19.09.2013,973.7,-0.18
20.09.2013,951.8,-2.25
23.09.2013,957.1,0.56
24.09.2013,962,0.51
25.09.2013,960.3,-0.18
26.09.2013,956.6,-0.38
27.09.2013,959.8,0.34
30.09.2013,957.6,-0.23
01.10.2013,967.4,1.02
02.10.2013,969.4,0.21
03.10.2013,961.4,-0.83
04.10.2013,962,0.07
07.10.2013,963.5,0.16
08.10.2013,962.2,-0.13
09.10.2013,961.5,-0.08
10.10.2013,966,0.47
11.10.2013,963.1,-0.3
14.10.2013,966.5,0.35
15.10.2013,976.3,1.01
16.10.2013,981.8,0.56
17.10.2013,979.3,-0.25
18.10.2013,989.1,1
21.10.2013,996.8,0.78
22.10.2013,998,0.12
23.10.2013,989.6,-0.84
24.10.2013,990.8,0.12
25.10.2013,990.8,0
29.10.2013,1017.3,2.68
30.10.2013,1017.1,-0.02
31.10.2013,1015.1,-0.19
01.11.2013,1014.4,-0.07
04.11.2013,1026.3,1.17
05.11.2013,1013,-1.29
06.11.2013,1028.2,1.5
07.11.2013,1041.4,1.28
08.11.2013,1019,-2.15
11.11.2013,1023.4,0.44
12.11.2013,1016.7,-0.66
13.11.2013,998.8,-1.76
14.11.2013,1001.7,0.28
15.11.2013,1009.2,0.76
18.11.2013,1021.9,1.25
19.11.2013,1017.4,-0.44
20.11.2013,1014.5,-0.29
21.11.2013,1012.5,-0.2
22.11.2013,1018.9,0.63
25.11.2013,1020.8,0.19
26.11.2013,1013.1,-0.76
27.11.2013,1026.1,1.28
28.11.2013,1027.2,0.11
29.11.2013,1032.3,0.49
02.12.2013,1021.5,-1.05
03.12.2013,1009.6,-1.16
04.12.2013,998.1,-1.14
05.12.2013,982.9,-1.52
06.12.2013,975.3,-0.77
09.12.2013,972.5,-0.29
10.12.2013,971.8,-0.07
11.12.2013,978,0.64
12.12.2013,966.4,-1.18
13.12.2013,955.8,-1.1
16.12.2013,966.3,1.1
17.12.2013,962.3,-0.41
18.12.2013,974.2,1.24
19.12.2013,975.4,0.13
20.12.2013,977.8,0.24
23.12.2013,983,0.53
27.12.2013,986.9,0.4
30.12.2013,989,0.22
02.01.2014,993.9,0.49
03.01.2014,993.3,-0.05
06.01.2014,989.6,-0.38
07.01.2014,988.2,-0.15
08.01.2014,996.3,0.83
09.01.2014,998.9,0.26
10.01.2014,1009.4,1.04
13.01.2014,1027.9,1.83
14.01.2014,1023,-0.47
15.01.2014,1035.7,1.24
16.01.2014,1025.8,-0.96
17.01.2014,1027.1,0.13
20.01.2014,1026,-0.11
21.01.2014,1025.5,-0.04
22.01.2014,1029.6,0.4
23.01.2014,1026.8,-0.27
24.01.2014,1015.4,-1.11
27.01.2014,999,-1.62
28.01.2014,1003.8,0.47
29.01.2014,990.6,-1.31
30.01.2014,994.4,0.38
31.01.2014,990.6,-0.38
03.02.2014,986.8,-0.38
04.02.2014,981,-0.59
05.02.2014,985.2,0.43
06.02.2014,1005.3,2.04
07.02.2014,1001.2,-0.41
10.02.2014,1005.9,0.47
11.02.2014,1002.1,-0.38
12.02.2014,1018.1,1.6
13.02.2014,1016.8,-0.12
14.02.2014,1027.1,1.01
17.02.2014,1033.3,0.6
18.02.2014,1036.9,0.35
19.02.2014,1038.4,0.14
20.02.2014,1036.1,-0.22
21.02.2014,1046.1,0.97
24.02.2014,1039.3,-0.65
25.02.2014,1029.6,-0.94
26.02.2014,1019.8,-0.95
27.02.2014,1014.4,-0.52
28.02.2014,1015.1,0.07
03.03.2014,991.4,-2.33
04.03.2014,1001.7,1.03
05.03.2014,1004.7,0.3
06.03.2014,1009,0.42
07.03.2014,1002,-0.69
10.03.2014,991.5,-1.05
11.03.2014,984.5,-0.7
12.03.2014,967.8,-1.71
13.03.2014,970.2,0.25
14.03.2014,950.2,-2.06
17.03.2014,978.2,2.95
18.03.2014,986.4,0.84
19.03.2014,989.4,0.3
20.03.2014,985.1,-0.43
21.03.2014,991.5,0.66
24.03.2014,990.4,-0.12
25.03.2014,994.3,0.39
26.03.2014,1002.4,0.82
27.03.2014,996.3,-0.61
28.03.2014,1005.7,0.94
31.03.2014,1006.5,0.08
01.04.2014,1016.8,1.03
02.04.2014,1017.7,0.09
03.04.2014,1016,-0.17
04.04.2014,1018.2,0.22
07.04.2014,1013.3,-0.48
08.04.2014,992.4,-2.06
09.04.2014,1002.6,1.03
10.04.2014,1005.1,0.24
11.04.2014,992.7,-1.23
14.04.2014,994,0.13
15.04.2014,996,0.21
16.04.2014,1001.8,0.58
17.04.2014,1006.4,0.46
22.04.2014,1012.2,0.58
23.04.2014,1007.8,-0.43
24.04.2014,1002,-0.57
25.04.2014,992.8,-0.93
28.04.2014,996.2,0.35
29.04.2014,1009.3,1.31
30.04.2014,1010.3,0.11
02.05.2014,1010.8,0.05
05.05.2014,1008.6,-0.22
06.05.2014,1010.6,0.2
07.05.2014,1007.9,-0.27
09.05.2014,1004.7,-0.32
12.05.2014,1004.1,-0.06
13.05.2014,994,-1.01
14.05.2014,987.5,-0.65
15.05.2014,981,-0.66
16.05.2014,986.5,0.56
19.05.2014,985.6,-0.09
20.05.2014,989.7,0.41
21.05.2014,986,-0.37
22.05.2014,991.6,0.57
23.05.2014,997.5,0.6
26.05.2014,1006.9,0.94
27.05.2014,1009.3,0.24
28.05.2014,1014.8,0.55
29.05.2014,1016.3,0.15
30.05.2014,1027.2,1.07
02.06.2014,1028,0.08
03.06.2014,1031.6,0.35
04.06.2014,1025.9,-0.56
05.06.2014,1029.6,0.36
06.06.2014,1036.5,0.67
09.06.2014,1035.4,-0.11
10.06.2014,1040.8,0.53
11.06.2014,1037.6,-0.31
12.06.2014,1037.4,-0.02
13.06.2014,1032.8,-0.45
16.06.2014,1034.4,0.16
17.06.2014,1034,-0.04
18.06.2014,1028.3,-0.55
19.06.2014,1030,0.17
20.06.2014,1032.5,0.24
23.06.2014,1030.7,-0.18
